modelo,accuracy,sensibilidad_recall_pneumonia,especificidad_normal,precision,f1_score,auc_roc,tn,fp,fn,tp
DenseNet121 fine-tuned,"[0.9105944633483887, 0.9338446855545044, 0.9412751793861389, 0.9479866027832031, 0.9503834843635559, 0.9549376964569092, 0.9520613551139832, 0.9530201554298401, 0.9568552374839783, 0.9539788961410522, 0.947267472743988, 0.9494247436523438, 0.9506232142448425, 0.9494247436523438, 0.9508628845214844]",0.9471649484536082,0.9888059701492538,0.9959349593495935,0.9709379128137384,0.9966100553931374,265,3,41,735
